,scan_type,scan_time,snr (dB),drift (Hz),drift_ppm(ppm),grad_perf(G/cm/ms),coil_type,error_temp (°C),sys_temp (°C),cyro_boiloff(liters/hour),rf_power (%),grad_temp (°C),grad_current (A),x_axis_pos (mm),y_axis_pos (mm),z_axis_pos (mm),preds
2537,Pelvis,480,41.13901071,0.018635309,18635.30853,38.66727084,Pelvis Coil,34.79588652,34.71610493,4.340139022,54.33251081,37.57533626,49,50.46587015,-94.86148272,-112.4531638,No Error
2538,Elbow,538,44.68979557,0.019656905,19656.90469,36.76886898,Elbow Coil,35.02539972,35.45634632,5.359738967,48.23977976,34.66480381,52,24.07218656,-114.0786103,-44.88584991,No Error
2539,Spine,528,39.5242348,0.017680881,17680.88105,41.31371836,Spine Coil,34.3347839,33.88173392,4.667504882,42.59769761,36.8136413,35,131.6654454,-108.7370209,77.45547612,No Error
2540,Head,589,39.3881596,0.006114524,6114.524327,29.66362275,Head Coil,35.27831781,35.75076893,5.184848796,52.69496767,35.61767062,38,-199.7905042,-162.9797298,60.65023626,201
2541,Elbow,193,40.447497,0.008192182,8192.182196,34.89079953,Elbow Coil,34.61937936,34.75359867,5.649370925,55.59787778,36.70875829,61,57.34905343,82.25518582,-7.059367215,No Error
2542,Foot,682,35.05611076,0.012200434,12200.43428,35.25241669,Foot Coil,35.39241717,35.81429404,6.068772732,49.5414858,34.47094827,62,-84.71342575,182.2970631,-198.3032646,No Error
2543,Shoulder,714,38.72740507,0.017098291,17098.29113,42.53002787,Shoulder Coil,35.3644496,35.33872066,5.724545733,51.19110468,32.55859816,70,-117.2785522,69.13298144,192.8129825,No Error
2544,Shoulder,635,42.2028765,0.017316542,17316.54154,48.50004267,Shoulder Coil,34.12876116,34.36862856,4.323267893,55.67997519,35.39263423,36,-178.5342316,121.7121703,-128.7510047,No Error
2545,Foot,190,41.29564785,0.016752216,16752.21605,41.08243274,Foot Coil,34.50871591,34.91784841,5.202643504,54.95376558,36.71241303,70,-197.0789442,72.17271044,-156.4509902,No Error
2546,Hand,624,36.8593995,0.005576899,5576.898689,41.75184464,Hand Coil,35.35994759,35.60980598,4.47764472,46.48789342,34.00412859,44,-29.25905668,77.35540424,10.86599918,No Error
2547,Hand,274,44.68128364,0.010492467,10492.46675,43.93787773,Hand Coil,35.4849071,35.31935349,5.161435828,48.58491769,37.3898066,47,-155.4384483,-126.9154936,37.6579455,No Error
2548,Hand,687,39.35073005,0.01331945,13319.44984,23.33409674,Hand Coil,34.62272752,34.42913396,5.440544462,58.96242299,34.44192589,35,-117.3983155,19.2323359,159.2970728,No Error
2549,Knee,372,44.67921897,0.006051941,6051.940769,41.98568315,Knee Coil,34.44293817,34.74515338,5.467468435,51.73602477,32.62884785,24,-120.4993009,-158.2040309,32.26886559,No Error
2550,Hand,193,35.72747685,0.005458463,5458.462888,31.4735094,Hand Coil,34.58573769,34.77117404,5.633713417,55.48723326,35.92063788,38,186.960812,128.4970188,105.728023,No Error
2551,Head,166,38.81816402,0.019930963,19930.96343,31.47624725,Head Coil,34.65069287,34.76487683,4.969556802,47.11552052,35.55223085,37,176.8157825,196.4285629,-104.2782883,No Error
2552,Spine,143,44.63384846,0.017106077,17106.07704,30.20493053,Spine Coil,34.09391036,33.78516611,5.021675727,51.60479087,37.10953066,32,-113.2148284,29.43125184,-157.768678,No Error
2553,Foot,451,41.46066932,0.009991195,9991.194577,34.28941815,Foot Coil,35.23721935,35.27487796,5.265671499,58.69110912,34.23439946,26,187.6164353,-65.46278254,128.4829982,No Error
2554,Head,225,41.13604736,0.015197886,15197.8858,40.50953218,Head Coil,35.30607735,35.59597558,5.148454046,60.19977599,35.95188392,48,45.50181929,-66.95439543,172.4286677,No Error
2555,Spine,444,41.46599852,0.013280136,13280.13608,47.37027047,Spine Coil,34.9109225,35.12469178,3.33341791,48.93545455,36.49510749,53,143.4307109,-191.537928,-196.3742418,No Error
2556,Elbow,616,44.91042538,0.00934162,9341.619897,28.11741021,Elbow Coil,34.34989071,34.66519858,4.114305176,51.922547,32.24520879,33,155.0384972,118.3409716,-120.3729528,No Error
2557,Angio,371,35.113997,0.007646764,7646.763971,34.65880564,Angio Coil,35.04287072,34.98728705,5.434377169,50.28415931,34.37049087,56,111.5760841,105.569806,120.3669683,No Error
2558,Hand,479,43.96605332,0.00672904,6729.039815,44.7614383,Hand Coil,34.11815739,33.73595596,6.154152605,52.17013566,33.84450319,56,101.8799019,-39.08235231,79.1805258,No Error
2559,Angio,312,42.81240096,0.014225354,14225.35421,44.8388471,Angio Coil,34.90722808,34.58317916,6.863276329,47.71279355,31.91580319,48,-152.5535459,-69.87938029,101.4930611,No Error
2560,Angio,526,40.61737224,0.010002142,10002.14155,20.31007474,Angio Coil,34.0781582,34.56321296,5.668160881,51.40815531,32.66709605,44,47.44632835,-67.16554171,152.1569163,No Error
2561,Shoulder,667,44.09233955,0.018563359,18563.35867,27.01738624,Shoulder Coil,34.02127843,34.04908946,5.162231277,59.52062529,35.37720425,55,42.29307259,56.64376921,-73.37756859,No Error
2562,Wrist,335,43.31288921,0.012541938,12541.93753,25.01590549,Wrist Coil,34.12104476,34.22574287,6.667296291,51.40309326,32.53034656,67,136.5222573,-48.46865719,48.95068692,No Error
2563,Hand,682,37.66768483,0.01484043,14840.42958,40.92329682,Hand Coil,34.46222665,34.85301296,6.320155648,54.80337748,31.98455876,37,-85.46420692,163.3782302,42.10760645,No Error
2564,Knee,202,35.38377255,0.006703592,6703.592117,49.03867857,Knee Coil,34.09607442,33.95954081,5.29388058,46.42662715,33.72155094,49,87.58251205,-136.7082757,-193.543976,No Error
2565,Shoulder,214,41.89138529,0.012128577,12128.57716,38.35055293,Shoulder Coil,34.04546506,34.04229422,5.639970256,62.14597151,32.30893809,62,88.44341237,-92.62446331,136.6855222,No Error
2566,Head,446,39.88973324,0.017491192,17491.19239,46.28351154,Head Coil,35.39566797,35.08571691,6.205355765,47.9230459,34.93681508,67,-32.68883233,-62.09319948,-2.406450075,No Error
2567,Shoulder,156,42.13803626,0.017867341,17867.3406,36.95548836,Shoulder Coil,35.37298134,35.63685399,4.479179375,58.92580686,34.39042844,45,-26.01219084,195.9708778,-102.3735823,No Error
2568,Hand,489,41.61109821,0.014803761,14803.76106,31.05008246,Hand Coil,34.77606684,34.95476111,6.246003931,49.33464551,34.05449189,58,161.4687679,-128.9934505,11.77995643,No Error
2569,Abdomen,154,40.90267795,0.012539353,12539.35279,28.01680865,Abdomen Coil,34.54857883,34.33528944,4.668584663,47.35084003,33.91505254,49,-25.21478348,-143.4808537,155.4808592,No Error
2570,Pelvis,332,38.09045667,0.016341091,16341.09145,49.23236538,Pelvis Coil,35.09250454,34.63925039,4.545378473,49.19586483,36.67292783,23,73.57330188,-152.5609993,103.2680206,No Error
2571,Abdomen,629,35.04746492,0.011290981,11290.98077,44.34312242,Abdomen Coil,34.28734884,33.91123961,5.553250392,48.80383716,36.40906686,59,188.1960105,54.07461744,-155.9434822,No Error
2572,Hand,535,40.6056608,0.013015227,13015.22655,42.29785012,Hand Coil,34.82776666,34.4376562,4.357841532,43.97348917,36.3782253,67,-80.21913538,-9.823432071,149.8918341,No Error
2573,Foot,699,44.96315997,0.016512243,16512.24253,22.06197048,Foot Coil,34.46692294,34.24388997,5.5255728,57.6231784,36.67920789,56,-77.56734275,38.23143242,-30.13479215,No Error
2574,Wrist,160,42.84214036,0.01751931,17519.3104,42.41014955,Wrist Coil,34.88345301,34.93833699,3.099198557,52.13892191,35.50560903,36,-39.85954845,-42.28332418,-38.41965497,No Error
2575,Shoulder,226,37.50438459,0.011952106,11952.10582,26.94282292,Shoulder Coil,35.15393789,34.87269582,5.901866991,45.63580854,33.92936945,66,-155.6917846,88.28346008,-84.16141071,No Error
2576,Knee,567,41.73313673,0.018665978,18665.97831,22.29438633,Knee Coil,34.06456639,34.05537447,5.063045202,48.40998496,31.1783268,30,-168.6036115,-134.2769358,24.45330015,No Error
2577,Shoulder,606,37.34997157,0.015601744,15601.74359,49.93837894,Shoulder Coil,35.40909541,35.06382469,5.162213463,60.80782247,31.55374713,49,-117.6022985,77.696352,199.4288923,No Error
2578,Abdomen,344,40.62211654,0.007007897,7007.896889,20.58001559,Abdomen Coil,35.19829203,35.48221183,4.388585589,50.52896226,34.20612473,54,-195.2312615,-62.13154335,-149.4019595,No Error
2579,Knee,697,43.6847587,0.005825837,5825.836996,24.68704862,Knee Coil,35.16285189,35.32140496,5.467242287,52.8926902,32.2466373,31,71.54175747,-12.79853148,166.2532181,No Error
2580,Shoulder,461,36.77831011,0.009226205,9226.20498,39.89640424,Shoulder Coil,34.147033,34.47244367,5.128132493,48.53878143,33.2818006,48,56.33472592,28.42144898,19.69969352,No Error
2581,Spine,409,43.15508801,0.01619025,16190.25041,31.78281132,Spine Coil,34.93415226,34.47154756,5.16510144,49.54855061,34.49115078,67,-101.9704978,-137.7589246,-192.7920037,No Error
2582,Head,528,44.71188027,0.007200308,7200.307648,26.37117181,Head Coil,34.78349199,34.68893167,4.046998413,48.35927217,34.52543104,28,-101.5089573,-133.67823,-127.7984511,No Error
2583,Head,416,40.48873062,0.007389265,7389.265145,33.72154761,Head Coil,34.69325311,34.82853396,4.961919768,54.57845197,34.20703618,62,129.6505822,-28.96911387,-106.2198868,No Error
2584,Foot,382,36.70641474,0.016933101,16933.10133,32.32997926,Foot Coil,35.45512452,35.79175987,5.295694193,63.21277147,33.1210441,46,-108.29431,-3.768295515,-143.5698109,No Error
2585,Spine,367,36.82775353,0.005517414,5517.414455,48.78253482,Spine Coil,34.01285557,33.54161842,6.203100616,51.51667396,34.53100228,42,-39.2170075,14.81617082,28.42840061,No Error
2586,Shoulder,265,42.99885268,0.005107322,5107.322435,31.28010717,Shoulder Coil,35.14644431,35.38393038,6.815885931,53.95866417,32.91357928,51,-103.2969845,5.535240569,-2.591908892,No Error
2587,Hand,585,44.20380454,0.008996435,8996.435204,43.85820548,Hand Coil,34.95421271,35.41913201,5.052120064,44.55241399,36.54099207,45,12.8771361,-166.2483687,-132.2076143,No Error
2588,Angio,562,41.50270315,0.006622492,6622.491874,22.92733714,Angio Coil,34.9566528,35.43099464,4.982457675,48.64280906,35.4986802,66,-27.61638512,-102.4101778,5.717971094,No Error
2589,Elbow,434,40.65791025,0.017616571,17616.57077,47.7394351,Elbow Coil,34.70795986,34.23257879,4.980973326,48.40121638,35.28868152,30,-142.7584382,165.197238,164.6288107,No Error
2590,Knee,469,42.53966611,0.014450283,14450.28281,34.88046537,Knee Coil,34.36779875,34.45190163,7.748672695,51.24968683,36.21957587,65,144.9785102,-115.3168606,66.60731867,No Error
2591,Abdomen,656,42.59354995,0.019987692,19987.69169,20.02213015,Abdomen Coil,35.34427616,35.29456087,5.086867122,48.91888973,31.60250026,30,156.0281147,-18.0139292,1.022760633,No Error
2592,Spine,193,40.7044359,0.008908432,8908.431626,30.19474238,Spine Coil,34.0159913,33.72651967,5.165180032,49.95983687,32.62448181,53,-19.45826353,177.2138812,-124.9744492,No Error
2593,Elbow,173,35.36895811,0.007058418,7058.418131,25.50217957,Elbow Coil,34.09927905,34.03539689,4.495376864,51.72756494,34.85187851,63,189.4458809,165.0827894,37.54305529,No Error
2594,Chest,529,40.54454707,0.015296761,15296.76098,27.20900086,Chest Coil,35.01551221,34.6686553,3.850053032,45.03114305,33.65435679,52,174.6198614,-114.80752,79.08233651,No Error
2595,Shoulder,512,44.25997708,0.014811992,14811.99171,44.16615901,Shoulder Coil,35.39596041,35.11863352,4.934228457,45.63091306,32.55235215,41,122.5136021,-61.47130941,97.11432886,No Error
2596,Knee,679,44.07208063,0.014852565,14852.56545,31.59027224,Knee Coil,35.17347938,35.54892961,2.361295468,45.59211225,35.81065259,56,151.6152262,-165.0907306,40.92822194,No Error
2597,Angio,147,42.15193668,0.016681089,16681.08899,27.18462739,Angio Coil,34.27141648,34.08763291,4.737855205,51.92871536,39.93066627,44,9.464838885,15.33993292,71.14517806,No Error
2598,Pelvis,539,39.50110207,0.009547689,9547.688719,37.65023101,Pelvis Coil,34.10068313,33.67727192,4.249772038,53.85029157,36.7024217,62,-1.610443117,18.35275146,-173.7860018,No Error
2599,Shoulder,618,40.91184258,0.005462111,5462.111263,49.96553512,Shoulder Coil,34.26613315,34.37266546,5.745034916,46.28416977,37.3061028,27,-105.9107921,-127.552422,104.2844499,No Error
2600,Abdomen,508,41.36892593,0.011693324,11693.32393,27.64029644,Abdomen Coil,34.75882307,34.80858724,5.835239739,44.04195571,38.72005352,25,52.91057835,-55.29225075,-193.9420967,No Error
2601,Pelvis,127,43.13347925,0.010242585,10242.58513,22.14399179,Pelvis Coil,35.34061224,34.98125574,3.574000478,51.94003,34.41202572,39,-53.85289161,17.59679891,52.2591598,No Error
2602,Head,322,37.00300305,0.016693582,16693.5818,48.26549747,Head Coil,34.02943128,34.33094643,4.970056854,52.49488778,35.25974888,21,3.790325076,-177.9922108,171.7180312,No Error
2603,Elbow,711,37.91014655,0.009983714,9983.713628,40.5053595,Elbow Coil,34.67596246,34.46924496,4.8592637,47.27955979,34.12985939,32,109.6807729,-182.8982108,-141.685436,No Error
2604,Wrist,690,40.67324458,0.009036616,9036.61581,28.16316957,Wrist Coil,34.67909923,34.75886489,5.911113023,51.08991436,36.13751264,23,71.32294392,199.0176987,-174.175811,No Error
2605,Hand,504,35.32490889,0.01454824,14548.23988,37.31720316,Hand Coil,35.48782289,35.50494244,5.428554367,56.35963578,35.04841722,27,-94.33573166,152.6050723,37.84876044,No Error
2606,Abdomen,663,37.41262558,0.011020906,11020.90619,37.69437624,Abdomen Coil,35.44166217,35.54053445,5.901348685,54.5897323,35.31725864,40,-36.21094884,81.50621811,31.6724507,No Error
2607,Knee,447,43.43823508,0.014549546,14549.54645,40.59186573,Knee Coil,34.74561229,35.24117536,5.296578877,52.978998,31.50240834,53,-76.61234,51.45442669,-120.3427329,No Error
2608,Elbow,238,42.42745246,0.017833938,17833.93766,36.3447948,Elbow Coil,34.99578377,34.99208579,4.941571112,54.80996872,36.1694982,62,66.73561744,177.7554331,91.19018659,No Error
2609,Abdomen,325,43.74913242,0.007768407,7768.407052,49.80179251,Abdomen Coil,34.42942035,34.65019691,3.858378567,52.25650664,37.27047073,56,-137.5989808,2.669246204,-3.267599628,No Error
2610,Wrist,214,40.92105584,0.019355329,19355.32858,33.18299519,Wrist Coil,35.29064264,35.27477347,3.777235096,56.50449022,35.88599066,36,-163.3954936,-70.46799604,-150.391156,No Error
2611,Foot,245,36.64044566,0.013008486,13008.48635,34.5276471,Foot Coil,34.18426912,34.65769228,4.626575927,48.44819616,36.19499003,33,23.70588833,-47.99058408,92.80900546,No Error
2612,Elbow,504,36.53561332,0.006698612,6698.61246,29.15813222,Elbow Coil,35.14851488,35.42438444,5.963597379,62.68876898,36.62556827,39,92.51942512,89.5016747,105.8008274,No Error
2613,Abdomen,629,37.15200423,0.009751945,9751.944663,30.24153615,Abdomen Coil,35.02168791,35.11225081,6.212729826,45.91750522,36.12348394,31,130.1596286,-40.41343773,-117.5659282,No Error
2614,Pelvis,386,38.3420575,0.019936636,19936.63643,31.6039374,Pelvis Coil,34.6241941,34.79865266,2.931793924,52.87389796,33.96674726,38,41.66795329,191.3767603,-99.92704411,No Error
2615,Pelvis,607,39.28733285,0.0119436,11943.60017,24.4991221,Pelvis Coil,34.52567524,34.21373998,5.425083428,44.27064351,35.24655227,21,-53.43658948,168.2531193,-123.2040513,No Error
2616,Head,413,39.38236533,0.005746908,5746.908145,27.19250229,Head Coil,35.39117302,35.51455297,6.883752295,48.90779719,35.6585113,25,123.822815,79.6180596,57.22876924,No Error
2617,Knee,164,36.89298095,0.013342238,13342.23814,33.84726855,Knee Coil,35.36766724,35.30871786,5.11073116,42.46681532,34.40952273,48,-81.14823376,-137.7686849,-107.1598247,No Error
2618,Hand,464,39.92748985,0.012830219,12830.21914,20.01434732,Hand Coil,35.45425727,35.12553476,5.389405261,50.20768083,36.31795996,22,-97.4885767,-59.51577552,-7.037989228,No Error
2619,Wrist,362,38.38079128,0.011028238,11028.23787,30.85670744,Wrist Coil,34.61829051,34.21872677,4.653947629,52.6905403,34.56308428,48,-107.8858096,-116.4968485,-20.37434429,No Error
2620,Elbow,667,40.73186997,0.009998301,9998.301255,30.96155332,Elbow Coil,34.50516144,34.21286923,4.541660638,47.3857902,35.62454504,33,-39.21573508,-153.7362027,113.8938527,No Error
2621,Head,150,38.90338386,0.009544005,9544.005345,43.09277504,Head Coil,34.96633013,35.04051653,3.043154114,53.38218181,34.06712216,68,127.4413436,-125.4418319,50.85846498,No Error
2622,Spine,175,42.5704085,0.007313433,7313.432648,23.24378278,Spine Coil,34.83144504,35.30769772,4.131420445,45.07362844,33.00057395,54,-109.7486255,-98.40687005,-123.8100442,No Error
2623,Chest,365,42.04003019,0.013784931,13784.93094,44.02699057,Chest Coil,35.37916189,35.2258832,6.577927612,56.68809661,35.94088146,62,-124.3683992,-113.5293242,98.3334844,No Error
2624,Angio,254,36.69559826,0.011583704,11583.70358,21.44073037,Angio Coil,34.55532105,34.5248581,5.387834927,59.40075827,37.96683812,49,66.24350673,23.72879057,85.5204401,No Error
2625,Spine,389,43.55376869,0.019946709,19946.70909,41.69336477,Spine Coil,34.63733437,34.43640916,3.850440036,51.13874985,35.35118657,59,-71.3383996,-174.2504714,60.15140399,No Error
2626,Abdomen,120,38.56235779,0.005805377,5805.377032,27.99283121,Abdomen Coil,35.3395344,34.96656834,6.965750478,56.01749045,31.9153505,23,95.65623003,-10.06093113,-50.47817502,No Error
2627,Foot,355,43.26118743,0.009702532,9702.53243,25.11031188,Foot Coil,35.09281745,35.11986121,4.932681627,50.80234307,35.91922969,24,-162.9702908,-51.34930805,40.79352161,No Error
2628,Abdomen,600,43.88188463,0.019525251,19525.25087,42.30143531,Abdomen Coil,35.42868645,35.18010679,5.054723496,48.65451976,31.044222,34,187.1046047,-199.2978401,-130.8067906,No Error
2629,Spine,567,42.70547889,0.011143569,11143.56861,40.43999234,Spine Coil,34.71525216,34.41512364,4.529382822,49.33844806,33.31036444,26,-71.57187735,-195.3734451,123.7459289,No Error
2630,Chest,404,43.10533446,0.005547118,5547.117734,40.61461835,Chest Coil,34.31715289,34.01045084,5.600104269,59.32392509,36.07648186,63,132.06909,-25.59538174,-110.9984516,No Error
2631,Head,187,38.56844245,0.019958802,19958.80185,39.69420403,Head Coil,34.3779825,34.50041385,4.803693726,43.28351525,35.80722935,44,-66.2069299,130.6303912,9.090943701,No Error
2632,Hand,373,35.44700183,0.011233942,11233.94216,26.81108566,Hand Coil,34.41030961,33.9714872,5.299726513,45.69244196,35.22494416,69,36.90006204,40.53364742,199.2513402,No Error
2633,Foot,345,44.04849319,0.007903662,7903.662489,29.72008586,Foot Coil,34.71944427,34.6144722,3.970402887,49.55920579,40.36119247,25,80.02834438,-109.1702187,-98.88077008,No Error
2634,Foot,685,35.75229807,0.012744357,12744.3571,44.02800951,Foot Coil,34.4107319,34.35123633,3.813039716,54.5981844,33.60718944,63,-164.5741041,-28.44307302,-71.97038447,No Error
2635,Hand,584,38.11795931,0.017007487,17007.48732,19.15567285,Hand Coil,35.35365475,35.27040835,3.987997191,50.87131978,34.77500092,33,133.9861745,82.84471648,153.3902738,7
2636,Angio,202,37.05712319,0.008917201,8917.200643,20.66206494,Angio Coil,35.08747556,34.92089399,2.574848742,42.2370324,30.48520036,36,-87.88993321,-16.36927961,-4.315821048,7
2637,Chest,620,43.89052945,0.017369315,17369.31529,23.80740029,Chest Coil,35.17824385,35.1595159,5.903111329,52.67888779,33.46277952,63,-34.3089633,-66.38243485,-106.1511348,No Error
2638,Chest,262,39.24628979,0.014973751,14973.75064,30.9784524,Chest Coil,35.418786,35.34793907,4.21145768,47.19661865,38.06575077,20,-142.2637394,-98.80005284,160.7427942,No Error
2639,Knee,307,42.17953691,0.006688557,6688.557054,31.67277387,Knee Coil,35.44719452,35.33703669,6.566935421,46.03914535,34.94099479,48,163.5334794,25.5903532,52.92361397,No Error
2640,Angio,211,43.01326831,0.019005559,19005.55869,49.8451321,Angio Coil,35.01454562,34.8843655,4.391444046,56.39962762,33.14184609,26,-71.79803223,42.70420678,173.7998572,No Error
